No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,image,gender
332,HRMN-0332,Violet Vonce,Verbena,150000,100,EDP,"Pink Pepper, Black Currant, Pear","Rose, Osmanthus, Jasmine","Woody, Caramel, Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/1/30/a493185e-4e72-4983-b574-d927ebcb803a.jpg,Female
333,HRMN-0333,Strawberry Float,Verbena,150000,100,EDP,"Orange, White Pepper, Blackcurrant, Blackberry","Strawberry, Violet, Lily Of The Valley, Jasmine","Amber, Moss, Vanilla, Caramel",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/1/30/5119317c-ff54-4adf-992d-8c67bb6a184f.jpg,Female
334,HRMN-0334,Thriverail,Verbena,75000,50,EDP,"Strawberry, Raspberry, Blackberry, Sour Cherry, Black Currant, Mandarin Orange, Lemon","Violet, Jasmine","Musk, Vanilla, Cashmeran, Woody Notes, Oakmoss, Amber, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/1/25/6e719af6-a60a-4c47-8e06-217c136f6754.jpg,Female
335,HRMN-0335,Snowdrop,Verbena,150000,100,EDP,"Orange Blossom, Bergamo","Tuberose, Indian Jasmine","Madagascar Vanilla, White Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/8/2/a4e08845-af8c-4bc1-bc65-7fcf1ab65c76.jpg,Female
336,HRMN-0336,Secret Noir,Verbena,150000,100,EDP,"Pear, Pink Pepper, Orange Blossom","Coffee, Jasmine, Bitter Almond, Licorice","Vanilla, Patchouli, Cedar, Cashmere Wood",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/8/2/de3556ab-fd93-4a46-bdc5-67e842e1f4f1.jpg,Female
337,HRMN-0337,Miss World,Verbena,150000,100,EDP,"Litchi, Rhubarb, Bergamot, Nutmeg","Turkish Rose, Peony, Musk, Petalia, Vanilla","Cashmeran, Cedar, Haitian Vetiver, Incense",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/8/2/42711ec7-f702-47b6-ba53-dd5d411d044d.jpg,Female
338,HRMN-0338,Suga Bourbon,Unke Naru,269000,50,XDP,"Lychee, Tropical Fruits","Peony, Rose","Sugar Vanilla, Woody Notes",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/1/22/7d315d81-84f6-4713-af2c-45fc657a4676.png,Unisex
339,HRMN-0339,Jenggala,Unke Naru,269000,50,XDP,"Bergamot, Pomelo, Cinnamon, Clove","Lavandin, Geranium, Coconut","Cedarwood, Vanilla, Balsamic, Amber",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/27/a323428c-0447-4637-a4c9-a504de6d15b5.png,Unisex
340,HRMN-0340,Ayodhya,Unke Naru,269000,50,XDP,"Rose, Blackcurrant, Lavender","Jasmine, Cedarwood, Musk",Lily Of The Valley,Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/27/b3e8d8cc-b0a5-4dd4-8a84-ff79e7ccd8a2.png,Unisex
341,HRMN-0341,Kala Jingga,Unke Naru,269000,50,XDP,"Mandarin, Wallflower, Lemon, Sweet Orange","Frangipani, Violet, Tuberose","Vetiver, Cedarwood",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/27/f0a4d684-1bac-43ca-b83a-a6e808293a76.png,Unisex
342,HRMN-0342,Tesso Nilo,Unke Naru,269000,50,XDP,"Bergamot, Juniper Berry, Cypress","Rose, Jasmine, Cedarwood",Guaiacwood,Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/27/caab5c78-2ef4-48ae-adce-57f555dbcc1b.png,Unisex
343,HRMN-0343,Shower of Spring,Unke Naru,378000,100,EDP,"Green Apple, Blackcurrant, Plum","Rose, Violet, Sambac Jasmine","Vetiver, Sandalwood, Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/20/20564537-3c1e-4ef1-ad76-df8eef6b92bb.png,Unisex
344,HRMN-0344,Cocoa Mint,Unke Naru,378000,100,EDP,"Hazelnut, Strawberry","Cocoa Bean, Peppermint","Vanilla, Milk Chocolate",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/20/f32dd88f-143e-442c-ad4e-62d5938a766b.png,Unisex
345,HRMN-0345,Berry Brûlée,Unke Naru,378000,100,EDP,"Blackcurrant, Blueberry",Cheesecake,White Musk,Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/20/130f0db0-b4fb-456a-ab32-6969d379dc0a.png,Unisex
346,HRMN-0346,For Me,Unke Naru,589000,100,EDP,"Apple Blossom, Cinnamon Flower, Styrax Gum","Rose, Cedarwood, Sambac Jasmine","White Musk, Sandalwood, Cashmere Wood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/3/10/79b9b3f1-7a8e-430e-86d5-897c941da3b8.jpg,Unisex
347,HRMN-0347,PERSIAN LEATHER,MOEN,288000,50,EDP,"Geranium, Rosemary, Bergamot, Green Notes","Rose, Clove, Cinnamon, Osmanthus, Incense","Leather, Patchouli, Vetiver, Sandalwood, Cedar, Amber",Night,https://images.tokopedia.net/img/cache/900/hDjmkQ/2024/11/10/3dcaa7d8-c587-45fa-9418-cbb19655698d.jpg,Male
348,HRMN-0348,Golden Poetry,MOEN,388000,50,EDP,"Pistachio, White Peach, Bergamot","Tuberose, Ylang-Ylang, Jasmine, Orange Blossom, Lily-Of-The-Valley",Coconut Amber Ambroxan Vanilla,Versatile,https://images.tokopedia.net/img/cache/900/hDjmkQ/2024/11/10/8c52047d-3991-4497-a1ca-feccf9989a1c.jpg,Female
349,HRMN-0349,MOON,MOEN,388000,100,EDP,"Cardamom, Frankincense, Oud","Rose, Sandalwood, Sichuan Pepper, Vetiver","Amber, Birch, Tonka Bean, Vanilla",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/10/14/fd0ccf20-ff74-48ff-9820-c138bf0486a4.jpg.webp?ect=4g,Unisex
350,HRMN-0350,CLOUDS,MOEN,288000,50,EDP,"Aldehydes, Iris, Daisy, Carrot","Water Notes, Clary Sage, Turkish Rose","Woody Notes, Green, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/28/bdbfba86-79f1-4d1c-ad94-e6043637a81b.png,Unisex
351,HRMN-0351,THE MYTH,MOEN,288000,50,EDP,"Fennel, Bergamot, Vetiver","Myrrh, Olibanum, Cedar, Rosemary","Benzoin, Vanilla, Musk",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/28/7b66e869-fa85-4ac2-a22d-4fe25e38483c.jpg,Unisex
352,HRMN-0352,Eminences,MOEN,258000,50,EDP,"Calabrian Bergamot, Ginger","Water Notes, Sage, Geranium","Ambroxan, Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/5/14/1fe6cd95-ac72-4ed5-b4c3-cb0025e9757a.jpg,Unisex
353,HRMN-0353,Mindfulness,MOEN,258000,50,EDP,"Verbena, Iris, Lavender","Mint, Cardamom, Violet","Papyrus, Leather, Sandalwood, Amber, Cedar",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/5/14/794e47ad-a571-4900-ae91-ab0cdfcd370d.jpg,Unisex
354,HRMN-0354,SACRED SPICES,MOEN,288000,50,EDP,"Tobacco Leaf, Cognac, Cloves","Tonka Bean, Cinnamon, Vanilla, Cacao","Vanilla, Sandalwood",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/22/e5edf19e-ce52-4cac-855c-c2ee627efce3.jpg,Unisex
355,HRMN-0355,GREEN ROSE,MOEN,288000,50,EDP,"Cassis, Blackcurrant Leaf","Saffron, Turkish Rose","Musk, Cedar, Ambergris",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/24/78734a53-880c-46ac-9402-946a4023c359.png,Unisex
356,HRMN-0356,HEDONE,MOEN,288000,50,EDP,"Pear, Tangerine","Neroli, Jasmine","Vanilla, Amber, Whitemusk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/9/18/e40f0f24-53f9-4ae8-9455-5a16f2495536.jpg,Female
357,HRMN-0357,Morning Tea,MOEN,288000,50,EDP,"Tuberose, Leaf, White Tea","Jasmine, Camelia","Musk, Pink Pepper",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/9/18/555ed3dc-1518-4e0e-a885-6062738e0b16.jpg,Female
358,HRMN-0358,SALTED WHISPER,MOEN,288000,50,EDP,"Sage, Grapefruit",Sea Salt,Ambrette,Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/9/18/71e91ea7-4fd2-41f2-af5b-2f9e6624edc1.jpg,Unisex
359,HRMN-0359,Jammy,MOEN,288000,50,EDP,"Citrus, Iris","Leaves, Bergamot","Musk, Ambergris, Sandalwood",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/9/18/5956c16b-e48b-4644-8a24-637c15346559.jpg,Female
360,HRMN-0360,SHE,MOEN,288000,50,EDP,Almond And Wild Cherry,"Sour Cherry, Rose, Plum","Tonka Bean, Vanilla, Cinnamon, Sandalwood, Patchouli, Vetiver",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/9/18/40e757ae-638a-4205-88a1-71cd841f3276.jpg,Female
361,HRMN-0361,Noble,HINT,199000,50,EDP,"Tuberose, Tulip, Green","Muguet, Ylang Ylang, Jasmine, Fruity","Musk, Sandalwood, Vetiver",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/7ec5026bbb244c678be10e3406e87840~.jpeg,Unisex
362,HRMN-0362,Resurrect,HINT,179000,50,EDP,"Bergamot, Lavender, Cypress","Watery, Frankincense","Musk, Suede, Oakmoss",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/7e3f349a24844850933b9066254d94ef~.jpeg.webp?ect=4g,Unisex
363,HRMN-0363,Noble,HINT,229000,50,XDP,"Tuberose, Tulip, Green","Muguet, Ylang-Ylang, Jasmine, Fruity","Musk, Sandalwood, Vetiver",Versatile,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/18c1f0fce17444f88ad650329356101e~.jpeg.webp?ect=4g,Unisex
364,HRMN-0364,Metaverse,HINT,229000,50,EDP,"Ginger, Aldehydes, Red Fruits","Jasmine, Orange Blossom, Tuberose","Patchouli, Incense, Vanilla, Honey, Vetiver",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/2f95430bafdc459d99503722762accc7~.jpeg.webp?ect=4g,Unisex
365,HRMN-0365,Realm,HINT,179000,50,EDP,"Citrus, Apple Blossom","Rose, Orange Blossom, Freesia","Amber, Musk, Patchouli",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/885c72373b1248dd8193dfaa73ec7f34~.jpeg.webp?ect=4g,Unisex
366,HRMN-0366,Ultimate,HINT,229000,50,EDP,"Bergamot, Marine, Orange Bitter, Cypress","Pink Peppercorn, Green Stems, Cedarwood","Dry Amber, Patchouli, Moss, Musk",Versatile,https://images.hintofyou.com/uploads/products/thumbs/800x800/Ultimate-800x800px.png,Unisex
367,HRMN-0367,Delicate,HINT,189000,50,EDP,"Geranium, Nagarmotha (Cypriol), Green Notes, Pink Pepper","Raspberry, Magnolia, Rose","Musk, Amber, Woody Notes, Patchouli",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/d32d14fe83f24abf8bace9b09878c941~.jpeg.webp?ect=4g,Unisex
368,HRMN-0368,Mintea,HINT,229000,50,EDP,"Bergamot, Tea, Mint","Sage, Bigarade","Sandalwood, Musky, Wood",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/f233dfd3d8954425950d4fc66aacda97~.jpeg.webp?ect=4g,Unisex
369,HRMN-0369,Zencha,HINT,229000,50,EDP,"Lemon, Orange, Pink Pepper","Sencha, Sage Clary, Orris","Vetiver, Cedarwood, Tonka Bean, Musk",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/281c9919943a44578905e9bd4ceffdd3~.jpeg.webp?ect=4g,Unisex
370,HRMN-0370,Jeans,HINT,229000,50,EDP,"Mandarin, Pink Peppercorn, Rose","Cedarwood, Patchouli","Vanilla, Amber",Night,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/6a911bdbd3b643eca9c07cbdb9345dda~.jpeg.webp?ect=4g,Unisex
371,HRMN-0371,Cotton,HINT,229000,50,EDP,"Bergamot, Aldehyde, Ozone, Freesia, Verbena","Peony, Muguet, Gardenia, Orris, Rose","Musk, Vanilla, Sandalwood, Cedarwood, Amber",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/afa57f5d0931498dadddd001b8047bb4~.jpeg.webp?ect=4g,Unisex
372,HRMN-0372,Silk,HINT,229000,50,EDP,"Bergamot, Silk, Black Pepper","Orchid, Lily Pink, Orange Blossom","Patchouli, Cashmere Musk, White Amber",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/504eb8d6f0274ceb9858537806cf3dc6~.jpeg.webp?ect=4g,Unisex
373,HRMN-0373,Velvet,HINT,229000,50,EDP,"Mandarin, Cinnamon Bark. Almond","Rose, Orange Blossom, Amber","Sandalwood, Tonka Bean, Vanilla",Night,https://images.hintofyou.com/uploads/products/thumbs/800x800/velvet1.png,Unisex
374,HRMN-0374,Naked,HINT,229000,50,EDP,"Bergamot, Pear, Orange Flower","Rose, Tuberose, Spicy","Patchouli, Sandalwood, Guaiac, Oud",Night,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/e8140821758c4dab961b30e210215e9e~.jpeg.webp?ect=4g,Unisex
375,HRMN-0375,Leather,HINT,229000,50,EDP,"Cardamom, Violet","Leather, Orris, Cedarwood","Amber, Sandalwood, Musk",Versatile,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/f3c3be1e4106402bae25a69d99173e1e~.jpeg.webp?ect=4g,Unisex
376,HRMN-0376,Identity,HINT,119400,50,EDP,"Lemon, Ozonic, Melon","Watery, Geranium, Lily Of The Valley","Amber, Patchouli, Sea-Moss, Sandalwood",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/46fe03beeaa3443d976acc79d6f90cce~.jpeg.webp?ect=4g,Unisex
377,HRMN-0377,Dragon,HINT,159400,50,EDP,"Bergamot, Eucalyptus, Lemon, African Orange Flower","Bamboo Leaf, Lotus, Water, Violet, Jasmine, Cyclamen","Amber, Cedarwood, Rosewood, Musk, Vetiver",Night,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/79404190d6fb4ded929f388e329816bc~.jpeg.webp?ect=4g,Unisex
378,HRMN-0378,Epitome,HINT,179000,50,EDP,"Bergamot, Cardamom, Pepper, Mint","Fig, Coconut Milk, Basil","Atlas Cedarwood, Patchouli, Ambery",Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/e687f3424b3b4fc59dd68691da4f37e5~.jpeg.webp?ect=4g,Unisex
379,HRMN-0379,Miracle,Lelido,138000,100,XDP,"Magnolia Petals, Litchi, Tangerine","Hortensia, Vanilla Orchid, Peony","Cashmere Musk, Woody Notes, Apricots",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/7/23/997eaeac-6885-4370-a259-1e6c0f5581b6.jpg,Female
380,HRMN-0380,Night Swim,Lelido,195000,100,EDP,"Pink Pepper, Apple, Pear","Rose, Raspberry, Leather","Patchouli, Musk, Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/18/96fd5d5e-5833-4faa-9a38-1e080e9840b2.png,Unisex
381,HRMN-0381,Secret Delice,Lelido,195000,100,EDP,"Pomegranate, Grapefruit, Pepper, Green Notes","Orchid, Pear, Lotus, Peony, Ginger, Neroli","Cedar, Fir Resin",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/18/8adb3625-6606-45f2-96e1-c3374dda92c2.png,Unisex
382,HRMN-0382,Ariana,Lelido,195000,100,EDP,"Mandarin Orange, Bergamot,Grapefruit","Orange Blossom, Raspberry,Black Currant","Whipped Cream, Marshmallow, Musk, Ambrette",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/18/76d48530-4f01-4848-a10c-e4fe53e790d9.png,Female
383,HRMN-0383,Bacca Noir,Lelido,195000,100,EDP,"Saffron, Jasmine","Amberwood, Ambergris","Cedar, Fir Resin",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/18/70acd1c6-f706-4a20-a357-af5cb9d2b4ad.png,Female
384,HRMN-0384,Diora,Lelido,80000,30,EDP,"Green, Neroli, Ylang-Ylang","Jasmine, Rose, Marine","Sandalwood, Musky, Peach",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/16/0c61c876-70e7-4968-8f3f-5d73031bdb43.jpg,Unisex
385,HRMN-0385,Eternal Love,Versant,110000,30,EDP,"Orange Blossom, Jasmine Tea",Musk,"Jasmine, Vanilla",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/4/16/b8f84c21-b499-4e72-8a9e-926c88ffbcab.png,Female
386,HRMN-0386,Gentleman,Versant,110000,30,EDP,"Chesnut, Smoke",Lavender,Vanilla,Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/4/16/cffa5c45-c7c5-49e8-b5f4-8b36a718bea1.png,Male
387,HRMN-0387,Liberum,Versant,110000,30,EDP,"Sea Notes, Grapefruit","Bay Leaf, Jasmine","Oakmoss, Woody",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/4/16/aa95d500-84b5-4e05-9578-49bed3164d24.png,Male
388,HRMN-0388,Hearth and Mantel,Scentrum,389000,50,EDP,"Blackcurrant, Gardenia, Spices, Coconut","Amber, Sandalwood, Ylang-Ylang","Chocolate, Cedar, Patchouli",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/7/18/90c9244a-e908-4737-b34a-2ceb132189ea.png,Female
389,HRMN-0389,"Silk, Velvet, and Brocade",Scentrum,389000,50,EDP,"Lime, Pink Pepper, Elemi","Rose, Amber, Suede Accord","Musk, Cedar, Vetiver",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/7/18/4c495af3-5c85-49ec-8474-b4b68842a8c8.jpg,Male
390,HRMN-0390,Monet is a Gardener,Scentrum,389000,50,EDP,"Orange, Green Notes, Magnolia","Tuberose, Jasmine, Neroli","Amber, Sandalwood, Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/7/18/96323aa1-ad89-47fb-b998-a640b9a3a1a6.png,Female
391,HRMN-0391,Moorland Heathers,Scentrum,389000,50,EDP,"Bergamot, Grapefruit, Pink Pepper, Cucumber","Violet, Carnation, Mimosa","Vanilla, Powdery, Balsam",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/7/18/9a7a25a0-a896-41f8-a4a5-ee23a6cf0901.png,Female
392,HRMN-0392,Beautiful Day,Rossa Beauty,175000,50,EDP,"Melon, Redberries, Tropical Fruits","Waterlily, Peony","Sandalwood,Velvet Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/6/16/0a7bad73-3b1a-44ed-9f7d-893ea7ea8df1.jpg,Female
393,HRMN-0393,Day Dream,Rossa Beauty,175000,50,EDP,"Lemongrass, Orange",Neroli Rose,"Patchouli, Vanille, White Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/6/16/2aa7605c-8723-4c39-8934-727c718ec1d1.jpg,Female
394,HRMN-0394,Sorrow and Joy,Unite as One,220000,50,EDP,"Tangerine, Elemi Gum","Violet, Iris, Lilac","Tonka Beans, Vanilla, Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/11/13/a5ffc011-5bcb-48ae-b36d-58cb2bce53a2.jpg,Female
395,HRMN-0395,As We Hustle,Unite as One,220000,50,EDP,"Bergamot, Galbanum, Blackcurrant","Apple, Cedarwood","Sandalwood, Musk, Amber",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/11/13/86b8c0c3-1502-4db0-8f6a-1806a77be3c0.jpg,Male
396,HRMN-0396,The Missing Puzzle,Unite as One,240000,50,EDP,"Blackcurrant, Bergamot","Patchouli, Jasmine","Musk, Amber, Moss",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/10/20/438d7a94-d314-407c-8566-d7a1df09ad88.jpg,Unisex
397,HRMN-0397,Impreal Night,AromaRo,249000,100,EDP,"Cardamon, Bergamot","Lavender, Iris, Cinnamon","Vanilla, Amberwood, Tonka Bean, Sandalwood",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/b1e8c819a9d041d692a072f96fa72749~.jpeg,Male
398,HRMN-0398,EDP,AromaRo,249000,100,EDP,Boozy Accord,"Cinnamon, Tonka Bean, Oak","Praline, Vanilla, Sandalwood",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/16479a91c3c043f6a3fe846a3f3f04d5~.jpeg,Unisex
399,HRMN-0399,Aroma Cha,AromaRo,249000,100,XDP,"Bergamot, Orange, Mandarin, Petitgrain","Oolong Tea, Nutmeg, Musk","Fig, Woody Notes, Musk",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/0e4fb852ecac46499be8326d3e092dd6~.jpeg,Unisex
400,HRMN-0400,Soleil,TEMPT,299999,50,EDP,Rose,Smooth Musk,"Woody, Resin",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/10/28/33d1ff0a-f668-4b12-9c6e-422995c6a39e.jpg,Female
401,HRMN-0401,Chleon,TEMPT,299999,50,EDP,"Cognac, Raspberry Blossom, Turkey Red Rose","Cinnamon, Pink Pepper, Mandarin Orange","Sandalwood, Amber, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/25/e3f9d8cf-3030-4135-bef0-0e8ea4f106b4.jpg,Female
402,HRMN-0402,Patheon,TEMPT,299999,50,EDP,"Leather, Saffron, Vetiver","Agarwood, Figleaves, Patchoulli","Musk, Vanilla, Geranium",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/25/e21b197d-ebc2-4603-8b28-ed37e62459e8.jpg,Male
403,HRMN-0403,Chevalier,TEMPT,299999,50,EDP,"Green Tea, Orange Blossom, Lemongrass","Jasmine, Neroli",Matcha,Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/8/13/1fce2b24-d60c-4e39-9daa-ff6a7bbed15c.jpg,Unisex
404,HRMN-0404,Delicate Tea,Auctus,239000,33,XDP,"Grapefruit, Lemon, Bergamot","Earl Grey Tea, Jasmine, Tuberose","Sugar, Ambergis Scented, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/27/07f05c74-d1a0-4aee-b7b0-6cdc4484a4dd.jpg,Unisex
405,HRMN-0405,Sunkissed Sea,Auctus,229000,33,XDP,"Lemon, Bergamot, Vanila Blossom","Coconut, Cyclamen","Cedarwood, Musk, Vanila, Amber",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/27/570bbeb0-ea1c-495c-8b3a-a88b4856549c.jpg,Unisex
406,HRMN-0406,BeGin Again,Amthra,219000,30,XDP,"Orange, Juniper Berries, Angelica","Pepper, Orris, Leather","Vetiver, Sugar, Cherry, Amber",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/b42e33ecafaa40f6b3fb802d762af712~.jpeg,Unisex
407,HRMN-0407,Wine I’m With You,Amthra,249000,50,XDP,"Blackcurrant, Pink Pepper, Bergamot","Rose, Geranium","Patchouli, Moss, Vetiver",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/060a8faec8eb44018f90a85e0087007e~.jpeg,Male
408,HRMN-0408,Burning Black,Amthra,289000,50,XDP,"Cardamom Explosion, Candied Mandarin, Dried Fruits","Tobacco Wafts, Addictive Honey, Ambery Rum, Cuban Coffee","Amber, Blond Leather, Patchouli, Tolu Balm",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/2376321c9ad54c38afa764430bf6e450~.jpeg,Unisex
409,HRMN-0409,November Rain,Amthra,219000,30,EDP,"Green Notes, Bergamot, Pink Pepper","Rain Notes, Watery Notes, Rose, Jasmine","Pine Tree, Moss, Patchouli",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/5bb0810a65aa480ab9bc0a8f3aa47392~.jpeg,Unisex
410,HRMN-0410,Bubble Trouble,Amthra,219000,30,XDP,"Boba, Cardamom","Black Tea, Jasmine","Milk, Sugar",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/748c7f16f6824db3a8e3aecc85fe9c65~.jpeg,Unisex
411,HRMN-0411,Red Lips,Amthra,219000,30,EDP,"Bergamot, Black Pepper, Orange Blossom","Iris, Lavender, May Rose","White Musk, Guaic Wood, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/7960d3b8cbbf4a6bb5f5b54e881445f4~.jpeg,Unisex
412,HRMN-0412,Mango Tango,Amthra,219000,30,XDP,"Mango, Cassis, Coconut, Pear","Vanille, Lilly Of The Valley, Freesia","Musk, Patchouli, Sandalwood, Ambroxan",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/d7c0d623f0da481ea95c5fcef1d7055b~.jpeg,Female
413,HRMN-0413,Tea-amo,Amthra,249000,50,XDP,"Earl Grey, Apple, White Pepper","Jasmine, Champaka, Tuberose, White Tea, Lily Of The Valley","White Musk, Sandalwood, Honey",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/26ea22502b754a5a86495e94874bf2a0~.jpeg,Unisex
414,HRMN-0414,Matcha Punch,Amthra,249000,50,XDP,"Clementine, Orange, Green Tea","Magnolia, Ylang2, Jasmine, Matcha, Milk","Vanilla, Benzoin, White Chocolate",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/6fdb29dc727244808c8e0fd3a6869031~.jpeg,Unisex
415,HRMN-0415,You Drive Me Nutty,Amthra,249000,50,XDP,"Almond Milk, Ambretta, Musk Mallow","Iris, Freesia","Tuberose, Vanila, Tonka Bean, Musk",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/d922d8848b9b4b9a92a1b2005c0fd1bb~.jpeg,Female
416,HRMN-0416,Amthra X Hungry For Skincare,Amthra,289000,50,XDP,"Pistachio, Hazelnut, Cassis","Peony, Muguet, Jasmine","Maltol, Vanilla",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/0eff279739c64885adbc942d6a92bcb7~.jpeg,Female
417,HRMN-0417,Teenage Dream,Fleurie,90000,35,EDP,"Apple , Lemon , Galbanum , Grapefruit , Cassis","Muguet , Violet , Passionfruit , Peach , Orange Flower","Musk , Moss , Gourmand",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/8/23/3068187b-47dc-4e46-b858-9dbcd497262f.jpg,Female
418,HRMN-0418,Italian Chic,Fleurie,90000,35,EDP,"Jasmine , Tuberose , Ylang , Lily","Marine Notes , Green Leaves , Fruity","Sandalwood , Musk , Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/8/23/b17fbcd8-4ccf-438f-9feb-66d56a8ea8eb.jpg,Female
